transaction_id,transaction_date,amount,account_type,category,business_unit,region,customer_id,vendor_id,description
TRX103033,2022-08-29,-29326.82,Expense,Payroll,Retail,East,,VEND1110,Election foreign so technology them.
TRX103034,2023-03-10,142376.15,Revenue,Service,Retail,North,CUST10115,,Start can know face nor total second.
TRX103035,2023-07-18,-39347.23,Expense,Rent,Enterprise,South,,VEND1097,Lot pressure consumer agency fish beautiful card.
TRX103036,2022-04-19,-60788.27,Expense,Marketing,Retail,West,,VEND1102,Involve after field book look drug baby.
TRX103037,2023-11-07,78021.61,Revenue,Service,Retail,West,CUST10051,,Material specific general husband art center seem.
TRX103038,2023-06-12,-31041.91,Expense,Utilities,Retail,South,,VEND1093,There government federal dark method.
TRX103039,2023-08-19,163039.81,Revenue,Service,Enterprise,North,CUST10043,,Appear face heavy defense activity land front.
TRX103040,2023-01-06,192035.21,Revenue,Service,Enterprise,East,CUST10022,,Hour write cause customer.
TRX103041,2023-04-09,-77598.36,Expense,Supplies,Enterprise,East,,VEND1095,Huge station today American them.
TRX103042,2023-05-25,-29818.45,Expense,Marketing,Enterprise,West,,VEND1074,Food help culture accept budget.
TRX103043,2022-02-02,115753.63,Revenue,Service,Online,South,CUST10105,,Top fish box despite.
TRX103044,2022-06-23,176886.66,Revenue,Subscription,Online,West,CUST10026,,Radio myself rise process bag number agree.
TRX103045,2023-03-12,-41199.19,Expense,Payroll,Online,West,,VEND1109,Congress employee send suffer.
TRX103046,2022-04-28,-35403.9,Expense,Utilities,Online,East,,VEND1004,Might news central how stay hair a no.
TRX103047,2023-12-05,-35798.13,Expense,Marketing,Online,North,,VEND1012,Western check play across cause affect.
TRX103048,2023-08-05,-2000.0,Expense,Utilities,Enterprise,East,,VEND1078,Trial allow early still be picture lose.
TRX103049,2022-11-28,170650.56,Revenue,Product,Online,East,CUST10003,,Lawyer single across suffer white laugh.
TRX103050,2022-03-07,128536.68,Revenue,Service,Enterprise,West,CUST10095,,Real firm piece.
TRX103051,2023-04-01,-49315.06,Expense,Payroll,Enterprise,South,,VEND1106,Middle campaign our hit difficult large Mrs score.
TRX103052,2023-03-16,151847.89,Revenue,Subscription,Online,West,CUST10170,,Within fact leg foot.
TRX103053,2022-01-05,-50370.59,Expense,Marketing,Online,East,,VEND1051,Enjoy about energy tough can.
TRX103054,2023-10-16,-57665.97,Expense,Utilities,Retail,North,,VEND1117,Above letter society chance most.
TRX103055,2023-01-23,36938.87,Revenue,Product,Retail,South,CUST10050,,Office city sort word number to similar seat.
TRX103056,2023-09-22,132395.75,Revenue,Service,Online,East,CUST10103,,Shoulder executive north almost cover do American.
TRX103057,2023-02-23,-44007.03,Expense,Marketing,Retail,West,,VEND1119,Happy send house.
TRX103058,2023-01-02,-24035.03,Expense,Utilities,Retail,South,,VEND1080,Yeah price look tax stand.
TRX103059,2023-05-08,126214.38,Revenue,Product,Retail,North,CUST10002,,Up because image by three.
TRX103060,2023-09-10,-23300.42,Expense,Other,Enterprise,North,,VEND1076,Old science hour.
TRX103061,2023-12-11,155578.62,Revenue,Product,Retail,South,CUST10049,,Face building while.
TRX103062,2023-07-26,210309.43,Revenue,Subscription,Online,West,CUST10109,,Might leader conference address dinner interesting.
TRX103063,2022-08-30,-44765.13,Expense,Payroll,Enterprise,North,,VEND1012,Offer much player radio operation.
TRX103064,2023-10-08,274862.22,Revenue,Product,Enterprise,West,CUST10308,,Under customer debate direction order rich national.
TRX103065,2023-02-09,93548.05,Revenue,Subscription,Online,North,CUST10043,,Beat its cultural everybody lay camera.
TRX103066,2023-03-29,-55158.78,Expense,Utilities,Retail,South,,VEND1054,Cause crime send during her soldier.
TRX103067,2022-06-18,225811.42,Revenue,Product,Retail,West,CUST10046,,Home significant professional left fear bar.
TRX103068,2023-09-03,21654.06,Liability,Liability,Online,East,,,Spend but network worker college near.
TRX103069,2023-04-06,-14251.74,Expense,Payroll,Enterprise,North,,VEND1115,Someone smile expert.
TRX103070,2023-01-27,18951.93,Liability,Liability,Retail,North,,,Hospital none seven likely.
TRX103071,2023-08-05,128396.37,Revenue,Subscription,Enterprise,North,CUST10153,,Executive major listen live.
TRX103072,2022-08-04,188301.39,Revenue,Service,Enterprise,North,CUST10371,,Always everyone wish produce left stock analysis.
TRX103073,2022-02-10,196669.16,Revenue,Service,Enterprise,East,CUST10240,,Professional central back network individual memory shoulder.
TRX103074,2023-06-26,127736.25,Revenue,Subscription,Retail,East,CUST10357,,Remember meet future anything spring value he.
TRX103075,2023-04-08,105489.29,Revenue,Service,Enterprise,North,CUST10156,,Picture management official organization century at seek.
TRX103076,2022-05-08,-16599.34,Expense,Rent,Online,East,,VEND1037,Blue kid tree something.
TRX103077,2022-06-15,17981.59,Asset,Asset,Retail,West,,,Single number figure note.
TRX103078,2023-09-14,141711.4,Revenue,Product,Online,North,CUST10284,,Notice success reveal store feel.
TRX103079,2023-12-12,-38806.31,Expense,Utilities,Online,West,,VEND1003,Year continue own.
TRX103080,2022-02-15,142381.32,Revenue,Subscription,Retail,East,CUST10094,,Including evening despite stock commercial both local.
TRX103081,2023-05-14,-37724.62,Expense,Supplies,Retail,East,,VEND1088,Statement social nature fish show size back.
TRX103082,2022-04-28,-65670.14,Expense,Payroll,Enterprise,West,,VEND1068,Travel practice last right word financial manage.
TRX103083,2023-12-23,219721.26,Revenue,Product,Retail,South,CUST10198,,Share first mouth eye movie goal keep attention.
TRX103084,2022-08-26,-47187.04,Expense,Payroll,Online,East,,VEND1103,After in production president community miss president.
TRX103085,2022-06-29,-57894.35,Expense,Utilities,Enterprise,West,,VEND1084,Tax serious beautiful century.
TRX103086,2022-06-10,193601.59,Revenue,Subscription,Retail,North,CUST10017,,Eight attack side today moment defense.
TRX103087,2022-06-18,185335.75,Revenue,Subscription,Enterprise,West,CUST10092,,Hear tonight special political young character.
TRX103088,2023-02-05,164193.39,Revenue,Subscription,Retail,North,CUST10339,,South guy onto blue window.
TRX103089,2022-02-24,-56270.7,Expense,Supplies,Enterprise,East,,VEND1039,Maybe rock notice save.
TRX103090,2023-09-17,200861.9,Revenue,Product,Enterprise,South,CUST10086,,Speak tell receive much section opportunity.
TRX103091,2022-06-29,142094.81,Revenue,Subscription,Retail,North,CUST10194,,Name hospital particular whatever.
TRX103092,2022-09-08,82903.27,Revenue,Product,Online,North,CUST10013,,Challenge fast student begin official send reveal term.
TRX103093,2022-05-02,169071.82,Revenue,Service,Online,North,CUST10339,,Raise letter realize sing.
TRX103094,2023-08-13,116733.31,Revenue,Service,Enterprise,South,CUST10038,,Minute establish certain travel nor.
TRX103095,2023-02-07,-42342.32,Expense,Marketing,Online,North,,VEND1037,Win environmental choose key father purpose.
TRX103096,2022-01-09,133413.7,Revenue,Subscription,Retail,East,CUST10165,,Support tonight course by name.
TRX103097,2023-08-25,195516.57,Revenue,Subscription,Online,South,CUST10132,,Blood machine cost watch president last same.
TRX103098,2023-06-03,114619.89,Revenue,Subscription,Enterprise,East,CUST10123,,No camera common remember sit real interest.
TRX103099,2023-10-28,351386.85,Revenue,Product,Enterprise,East,CUST10253,,Win every thousand role economic everything.
TRX103100,2023-04-03,124253.56,Revenue,Product,Enterprise,East,CUST10145,,Political past physical red author.
TRX103101,2022-02-25,-63449.94,Expense,Utilities,Retail,North,,VEND1007,Hold old shoulder guess property race.
TRX103102,2023-09-13,157103.07,Revenue,Service,Retail,South,CUST10186,,Single baby indicate maintain image son.
TRX103103,2023-07-17,-67659.36,Expense,Supplies,Retail,East,,VEND1074,Free hear look claim store.
TRX103104,2023-01-24,-21447.18,Expense,Other,Enterprise,East,,VEND1024,Enough entire mother late.
TRX103105,2023-04-16,145901.03,Revenue,Service,Retail,East,CUST10065,,Someone arm teach write series.
TRX103106,2022-04-04,-51097.7,Expense,Supplies,Enterprise,South,,VEND1088,Available government late speak right down official.
TRX103107,2023-11-05,-55002.86,Expense,Utilities,Enterprise,North,,VEND1092,Whole Democrat reduce prove political decide street.
TRX103108,2023-05-27,59833.13,Revenue,Subscription,Retail,South,CUST10279,,To bed area pattern air ok decide start.
TRX103109,2023-09-25,-52262.59,Expense,Supplies,Retail,East,,VEND1060,News how my west avoid community his.
TRX103110,2022-04-13,95929.23,Revenue,Subscription,Retail,East,CUST10001,,Expert evidence baby thus.
TRX103111,2023-02-11,112084.77,Revenue,Service,Enterprise,West,CUST10279,,Coach inside best trade section war interesting health.
TRX103112,2023-04-01,-68414.52,Expense,Payroll,Online,South,,VEND1054,Fish part speech cost music together.
TRX103113,2023-03-12,-67255.1,Expense,Marketing,Online,North,,VEND1067,Property stop senior.
TRX103114,2022-01-24,-52952.82,Expense,Payroll,Online,West,,VEND1074,Carry hospital concern.
TRX103115,2023-08-24,218914.02,Revenue,Service,Online,East,CUST10190,,Team week boy her.
TRX103116,2022-08-23,-52815.38,Expense,Supplies,Online,South,,VEND1077,Choice tell open program.
TRX103117,2022-11-14,-11254.8,Expense,Payroll,Retail,East,,VEND1116,Animal my or child into.
TRX103118,2023-12-10,150816.7,Revenue,Product,Retail,South,CUST10137,,On visit continue else southern in.
TRX103119,2022-06-02,23731.72,Equity,Equity,Enterprise,South,,,Key low heavy design know teacher dream lay.
TRX103120,2022-05-02,-2000.0,Expense,Payroll,Online,South,,VEND1020,Appear Mrs which create organization finish prevent truth.
TRX103121,2023-08-13,-48880.76,Expense,Marketing,Online,West,,VEND1052,Word plan wait sound expert under natural how.
TRX103122,2022-10-14,133589.32,Revenue,Subscription,Online,North,CUST10314,,Man let life drop food tonight.
TRX103123,2023-04-15,-44241.29,Expense,Rent,Online,North,,VEND1030,Low bag compare run per clearly seven.
TRX103124,2023-12-15,17251.64,Asset,Asset,Enterprise,North,,,Attack series age data expert agreement perform.
TRX103125,2023-10-20,125441.16,Revenue,Service,Online,South,CUST10087,,Huge white rock.
TRX103126,2023-01-05,-46570.66,Expense,Payroll,Enterprise,South,,VEND1032,Radio democratic market even impact wrong can.
TRX103127,2022-02-22,118080.87,Revenue,Product,Retail,South,CUST10098,,Bar behavior tree work hotel miss.
TRX103128,2023-07-14,-59790.3,Expense,Payroll,Enterprise,South,,VEND1004,Teach none support.
TRX103129,2023-10-11,-43024.7,Expense,Marketing,Online,South,,VEND1070,Charge after sea although thought yard.
TRX103130,2023-03-26,29076.22,Equity,Equity,Retail,North,,,Kitchen forward career.
TRX103131,2023-05-22,144833.92,Revenue,Product,Enterprise,North,CUST10176,,Knowledge among staff later some.
TRX103132,2022-12-13,107940.19,Revenue,Product,Online,West,CUST10044,,Middle everyone range huge.
TRX103133,2022-07-27,294051.07,Revenue,Service,Retail,West,CUST10226,,Send forget explain someone film remain front.
TRX103134,2022-10-12,-54119.38,Expense,Rent,Online,East,,VEND1021,Sense option may commercial whom threat place like.
TRX103135,2023-08-29,46147.65,Revenue,Subscription,Online,East,CUST10280,,Kid fish collection finish take.
TRX103136,2023-06-09,171973.93,Revenue,Subscription,Enterprise,South,CUST10289,,Military century crime our.
TRX103137,2022-12-07,131780.1,Revenue,Service,Enterprise,South,CUST10052,,Believe traditional notice audience chair play.
TRX103138,2022-08-24,-23187.99,Expense,Supplies,Enterprise,East,,VEND1025,Ball cost occur figure action often exist even.
TRX103139,2023-10-21,-18988.41,Expense,Payroll,Enterprise,South,,VEND1008,Daughter today day open employee white strategy.
TRX103140,2022-06-15,-74344.07,Expense,Other,Enterprise,South,,VEND1086,Information consider office answer receive staff.
TRX103141,2022-12-29,261221.47,Revenue,Product,Retail,West,CUST10110,,Analysis kitchen speech suggest market.
TRX103142,2023-08-23,25712.22,Equity,Equity,Enterprise,West,,,Available both situation water as good.
TRX103143,2022-01-27,106443.81,Revenue,Service,Enterprise,South,CUST10190,,Television choice travel idea decision rich.
TRX103144,2022-12-20,175876.4,Revenue,Product,Enterprise,East,CUST10065,,Chance lawyer radio process remain.
TRX103145,2023-03-29,-83948.69,Expense,Utilities,Online,North,,VEND1099,Them middle day.
TRX103146,2022-09-08,137872.16,Revenue,Subscription,Enterprise,South,CUST10039,,Section property must prevent oil conference worry me.
TRX103147,2022-05-10,-7605.58,Expense,Supplies,Retail,North,,VEND1053,Own among worker prepare red buy.
TRX103148,2022-05-20,-39990.7,Expense,Utilities,Retail,West,,VEND1115,Specific big chance card culture politics clear.
TRX103149,2022-12-02,-24624.56,Expense,Other,Online,West,,VEND1087,Strategy last we southern.
TRX103150,2023-09-07,18494.78,Equity,Equity,Enterprise,East,,,Art buy coach.
TRX103151,2023-08-22,12099.09,Equity,Equity,Retail,North,,,Dog pattern list standard side direction.
TRX103152,2023-12-23,147138.43,Revenue,Subscription,Online,South,CUST10337,,Issue her he floor large risk discover.
TRX103153,2022-12-31,160167.75,Revenue,Product,Enterprise,South,CUST10309,,Would special resource edge.
TRX103154,2023-03-26,141165.14,Revenue,Product,Retail,North,CUST10101,,Certainly also thousand wish wish safe quite.
TRX103155,2022-06-20,-34609.35,Expense,Utilities,Online,West,,VEND1042,Produce how design community board imagine.
TRX103156,2023-07-03,172065.35,Revenue,Subscription,Retail,East,CUST10002,,Road community science American.
TRX103157,2023-01-15,173880.7,Revenue,Subscription,Enterprise,North,CUST10029,,System ask realize run office specific.
TRX103158,2022-09-15,-40423.41,Expense,Utilities,Enterprise,East,,VEND1007,Discover keep by sort effect.
TRX103159,2023-01-13,-15694.49,Expense,Other,Online,North,,VEND1029,Evening best him better safe worry task.
TRX103160,2023-02-08,175630.46,Revenue,Product,Enterprise,East,CUST10249,,Really sure none major expect social also security.
TRX103161,2022-09-27,-24904.87,Expense,Supplies,Enterprise,East,,VEND1065,Begin receive could truth strategy draw.
TRX103162,2022-02-08,-57062.21,Expense,Marketing,Online,West,,VEND1037,Consumer opportunity Congress general worker there area modern.
TRX103163,2022-10-22,83208.47,Revenue,Service,Online,North,CUST10011,,Since who inside top realize.
TRX103164,2022-06-13,-71652.7,Expense,Rent,Enterprise,West,,VEND1055,List former how help college seem.
TRX103165,2023-06-10,139195.81,Revenue,Product,Retail,East,CUST10084,,Development contain stay.
TRX103166,2023-01-02,127867.03,Revenue,Product,Online,North,CUST10140,,Order home show treatment.
TRX103167,2022-08-08,174580.06,Revenue,Subscription,Retail,East,CUST10174,,Buy explain scene speak rich.
TRX103168,2023-05-20,129570.71,Revenue,Product,Enterprise,South,CUST10010,,Benefit from those.
TRX103169,2023-05-07,167645.02,Revenue,Service,Online,West,CUST10199,,Move first compare care score.
TRX103170,2023-06-13,-36820.21,Expense,Rent,Enterprise,South,,VEND1038,Particularly him also continue possible measure responsibility.
TRX103171,2022-10-24,141334.83,Revenue,Subscription,Online,North,CUST10122,,Child left quite trade beautiful.
TRX103172,2022-02-09,195756.26,Revenue,Subscription,Enterprise,South,CUST10103,,Store nature participant and her.
TRX103173,2022-06-19,-101643.05,Expense,Marketing,Enterprise,East,,VEND1050,Herself to gas free campaign.
TRX103174,2023-03-15,192738.02,Revenue,Service,Enterprise,South,CUST10063,,Board play week move here wife fight usually.
TRX103175,2023-08-01,-38789.87,Expense,Marketing,Online,North,,VEND1083,Hospital most in maybe.
TRX103176,2023-09-24,184933.58,Revenue,Product,Online,North,CUST10177,,Performance present blood natural.
TRX103177,2022-04-29,15087.37,Liability,Liability,Online,East,,,Economy edge where detail out.
TRX103178,2023-08-29,-82047.93,Expense,Other,Enterprise,East,,VEND1015,Leave effort book political career front happen family.
TRX103179,2023-04-15,77773.91,Revenue,Subscription,Retail,West,CUST10204,,Admit control personal social conference if force.
TRX103180,2022-02-26,16570.29,Liability,Liability,Retail,East,,,Writer government box share join top.
TRX103181,2023-08-21,156349.36,Revenue,Product,Enterprise,East,CUST10344,,Bed notice develop consider practice.
TRX103182,2022-10-17,-25126.15,Expense,Supplies,Retail,West,,VEND1112,Key item response current be scene.
TRX103183,2022-09-25,-68651.97,Expense,Marketing,Online,West,,VEND1057,How six enjoy food paper.
TRX103184,2023-05-01,-27489.86,Expense,Payroll,Enterprise,South,,VEND1072,Director lot class during.
TRX103185,2023-03-14,117080.94,Revenue,Product,Retail,South,CUST10027,,Rise keep establish rule stock nice.
TRX103186,2023-07-05,-50294.55,Expense,Supplies,Online,East,,VEND1083,My radio each.
TRX103187,2022-05-29,101127.55,Revenue,Subscription,Enterprise,East,CUST10369,,While someone goal long event understand reveal.
TRX103188,2023-07-15,224100.25,Revenue,Subscription,Enterprise,West,CUST10254,,Staff effect specific.
TRX103189,2023-08-09,-9759.37,Expense,Payroll,Retail,West,,VEND1119,Note person new Democrat all hour.
TRX103190,2022-11-16,172168.15,Revenue,Service,Retail,South,CUST10068,,As around organization fight.
TRX103191,2023-11-30,193601.96,Revenue,Product,Enterprise,West,CUST10084,,Discover executive hotel explain this parent.
TRX103192,2023-04-22,-13187.52,Expense,Payroll,Enterprise,West,,VEND1003,Program of week foreign finally strong.
TRX103193,2023-06-11,135817.5,Revenue,Subscription,Retail,South,CUST10126,,Campaign spring remember conference site.
TRX103194,2023-03-18,-33961.71,Expense,Payroll,Enterprise,East,,VEND1023,Growth family garden tough mind.
TRX103195,2023-07-30,-30987.12,Expense,Utilities,Enterprise,West,,VEND1118,Determine test begin financial never.
TRX103196,2022-01-15,21024.95,Asset,Asset,Retail,West,,,Question big newspaper bill how certain.
TRX103197,2022-08-09,-56682.05,Expense,Utilities,Enterprise,West,,VEND1068,Deep hope but they.
TRX103198,2023-07-06,107504.41,Revenue,Product,Enterprise,South,CUST10109,,Finish investment determine box already many begin people.
TRX103199,2023-10-26,-43723.99,Expense,Rent,Enterprise,West,,VEND1096,Seven build add operation message attention employee.
TRX103200,2022-03-30,-58338.49,Expense,Supplies,Online,North,,VEND1032,Final visit ever particularly range more.
TRX103201,2022-11-07,136308.93,Revenue,Service,Online,West,CUST10143,,Listen scene perhaps political.
TRX103202,2023-11-29,178748.78,Revenue,Subscription,Online,South,CUST10228,,Long effect arm style color when be.
TRX103203,2022-11-20,-47095.49,Expense,Utilities,Online,East,,VEND1080,Write floor ten college view while in.
TRX103204,2022-06-08,137085.6,Revenue,Product,Online,South,CUST10118,,Fish character home charge.
TRX103205,2022-03-13,176003.31,Revenue,Subscription,Online,North,CUST10038,,Into strong add area forget thought someone.
TRX103206,2022-05-22,-29862.26,Expense,Rent,Online,South,,VEND1019,Scientist top protect there simply.
TRX103207,2022-08-07,-41172.83,Expense,Payroll,Enterprise,West,,VEND1024,Sense air go huge expect close say sound.
TRX103208,2022-05-17,-47988.98,Expense,Rent,Enterprise,South,,VEND1075,With network indeed piece Democrat.
TRX103209,2022-05-25,149897.48,Revenue,Product,Online,North,CUST10092,,Above article get staff nature up.
TRX103210,2022-09-25,73383.98,Revenue,Subscription,Retail,East,CUST10308,,Will degree threat.
TRX103211,2023-06-23,-78668.0,Expense,Rent,Online,South,,VEND1046,Yes until pay suddenly.
TRX103212,2022-08-16,169100.3,Revenue,Product,Retail,East,CUST10134,,Nor girl have meeting.
TRX103213,2023-03-25,-44402.68,Expense,Supplies,Online,West,,VEND1083,Form boy board money.
TRX103214,2023-08-24,-33988.54,Expense,Other,Retail,East,,VEND1092,Great brother pay direction.
TRX103215,2023-08-14,197410.19,Revenue,Subscription,Retail,South,CUST10281,,Would address often main.
TRX103216,2022-01-16,-47449.11,Expense,Payroll,Online,North,,VEND1060,Black who physical civil real lead then.
TRX103217,2023-02-21,113184.94,Revenue,Subscription,Online,West,CUST10218,,Future couple Mr organization life visit until thousand.
TRX103218,2023-01-16,193735.31,Revenue,Service,Enterprise,West,CUST10237,,Picture read can but food head soon.
TRX103219,2022-08-10,-55126.44,Expense,Marketing,Online,West,,VEND1105,Ever expert such join add gas.
TRX103220,2023-04-19,103767.83,Revenue,Service,Online,South,CUST10118,,Culture down amount determine gas who.
TRX103221,2022-01-09,-38661.53,Expense,Supplies,Retail,East,,VEND1077,Happy these consider total focus democratic art.
TRX103222,2023-02-27,-32308.37,Expense,Payroll,Retail,East,,VEND1017,Themselves huge Republican group.
TRX103223,2023-08-02,129562.96,Revenue,Service,Enterprise,North,CUST10323,,Eye manager subject blue woman research.
TRX103224,2023-12-11,121292.06,Revenue,Service,Online,South,CUST10049,,Save crime later challenge somebody.
TRX103225,2023-11-11,142634.17,Revenue,Service,Online,East,CUST10223,,Them sort investment result rest.
TRX103226,2023-05-05,138699.47,Revenue,Product,Retail,South,CUST10114,,Represent simple want forward.
TRX103227,2022-01-22,-4672.54,Expense,Other,Online,West,,VEND1078,Guess focus reach company participant.
TRX103228,2023-04-13,-50035.11,Expense,Utilities,Enterprise,South,,VEND1049,Clearly here player author eat ball talk pull.
TRX103229,2023-10-15,236177.73,Revenue,Subscription,Enterprise,East,CUST10165,,Mission market interest career thus enjoy take.
TRX103230,2023-08-13,177867.18,Revenue,Service,Online,West,CUST10012,,The weight lay old easy.
TRX103231,2022-01-03,-18834.65,Expense,Marketing,Online,North,,VEND1022,Live lead executive theory.
TRX103232,2022-11-03,185578.64,Revenue,Subscription,Online,West,CUST10278,,Woman possible market to significant.
TRX103233,2023-03-29,18266.64,Liability,Liability,Enterprise,East,,,Bank simply public yes blood.
TRX103234,2023-10-14,142217.44,Revenue,Service,Enterprise,North,CUST10263,,Take air fact end marriage.
TRX103235,2022-08-13,9197.43,Liability,Liability,Online,East,,,Task option serious seven interesting space heavy.
TRX103236,2023-08-10,-23691.21,Expense,Utilities,Retail,West,,VEND1103,Against contain instead PM benefit law seek protect.
TRX103237,2023-12-04,221102.57,Revenue,Product,Online,West,CUST10175,,Discuss responsibility beyond gun force.
TRX103238,2023-02-03,-46283.39,Expense,Other,Enterprise,East,,VEND1011,Rest I only fight she child specific.
TRX103239,2022-04-19,29243.26,Asset,Asset,Enterprise,North,,,Indicate think affect participant.
TRX103240,2023-05-27,-33943.49,Expense,Supplies,Online,North,,VEND1077,Nature government ahead there four place.
TRX103241,2022-05-23,-46985.82,Expense,Supplies,Retail,West,,VEND1088,Draw enjoy health third history.
TRX103242,2022-06-25,-22989.06,Expense,Supplies,Retail,West,,VEND1062,Television another certain under.
TRX103243,2023-03-29,-58718.79,Expense,Marketing,Online,West,,VEND1086,Book training evidence memory.
TRX103244,2023-01-19,177701.79,Revenue,Subscription,Enterprise,East,CUST10153,,He apply much between budget prove something.
TRX103245,2022-04-26,124416.19,Revenue,Service,Enterprise,East,CUST10074,,Contain describe rate somebody cell collection.
TRX103246,2022-05-04,-33635.56,Expense,Marketing,Online,East,,VEND1001,Or head bank cut.
TRX103247,2023-04-29,-61800.0,Expense,Utilities,Online,West,,VEND1059,Sort explain around day evidence.
TRX103248,2022-09-01,128425.97,Revenue,Subscription,Retail,North,CUST10237,,Local career off common say himself opportunity current.
TRX103249,2022-01-30,125718.56,Revenue,Subscription,Enterprise,West,CUST10016,,Strategy various public difference.
TRX103250,2023-06-04,125965.53,Revenue,Service,Enterprise,West,CUST10080,,Small remember institution tough artist something.
TRX103251,2023-07-05,-44583.27,Expense,Rent,Retail,North,,VEND1046,Specific allow surface at continue well.
TRX103252,2022-06-16,57836.1,Revenue,Product,Enterprise,North,CUST10269,,Arrive capital year.
TRX103253,2023-12-25,255600.33,Revenue,Subscription,Online,South,CUST10348,,Life allow body year can current.
TRX103254,2022-12-26,-6709.73,Expense,Supplies,Online,East,,VEND1039,Type term guess way.
TRX103255,2023-08-30,-7989.89,Expense,Rent,Retail,North,,VEND1086,Health toward feel create threat doctor bar.
TRX103256,2023-07-15,176900.14,Revenue,Product,Retail,South,CUST10043,,Young forward size.
TRX103257,2022-07-25,-77233.94,Expense,Marketing,Enterprise,West,,VEND1038,Heavy follow light tough human rock reason.
TRX103258,2023-09-03,-53816.03,Expense,Marketing,Enterprise,North,,VEND1097,Fast range consumer institution yeah evening.
TRX103259,2023-08-29,202754.84,Revenue,Product,Online,West,CUST10280,,Everything fast much cold.
TRX103260,2023-09-11,138899.16,Revenue,Service,Online,North,CUST10250,,Speech serious drive husband own a market.
TRX103261,2022-11-28,16418.33,Liability,Liability,Retail,East,,,Member bill note not someone tell remain.
TRX103262,2023-04-28,-43426.47,Expense,Marketing,Online,South,,VEND1015,May produce involve nothing similar.
TRX103263,2022-02-25,27080.46,Equity,Equity,Online,South,,,History degree ready degree short security.
TRX103264,2022-09-10,-77909.59,Expense,Utilities,Enterprise,South,,VEND1049,Fly mind go today hotel.
TRX103265,2023-02-25,-57974.38,Expense,Rent,Enterprise,North,,VEND1055,Blue break drop second own.
TRX103266,2022-03-09,-26734.48,Expense,Supplies,Online,East,,VEND1089,Republican into some across model list seat.
TRX103267,2023-08-28,165556.7,Revenue,Product,Retail,North,CUST10113,,Once kitchen one wonder east speech modern.
TRX103268,2023-03-12,216292.35,Revenue,Service,Enterprise,West,CUST10177,,Field response approach government choice any live north.
TRX103269,2023-05-31,-44729.91,Expense,Supplies,Enterprise,West,,VEND1100,Good trip race need say evidence adult.
TRX103270,2022-12-28,-53513.99,Expense,Payroll,Retail,South,,VEND1035,Either entire require where fire.
TRX103271,2022-08-25,176341.48,Revenue,Product,Retail,North,CUST10350,,Provide media great hair always.
TRX103272,2023-11-10,130480.97,Revenue,Product,Retail,South,CUST10264,,Choice than camera company population also.
TRX103273,2023-11-27,201332.71,Revenue,Service,Enterprise,West,CUST10110,,Finish would wind rich.
TRX103274,2022-03-21,25648.37,Liability,Liability,Online,North,,,Third concern meeting plant catch ready month.
TRX103275,2023-01-14,174618.37,Revenue,Product,Online,North,CUST10138,,National three arm tonight.
TRX103276,2023-08-29,133579.86,Revenue,Service,Enterprise,North,CUST10280,,Student of miss father.
TRX103277,2022-10-18,206460.25,Revenue,Product,Retail,West,CUST10253,,Use son others red front responsibility part.
TRX103278,2022-06-28,147871.15,Revenue,Product,Online,East,CUST10334,,Foot our exactly.
TRX103279,2022-06-15,-2000.0,Expense,Other,Enterprise,North,,VEND1106,Give until what several.
TRX103280,2023-12-30,167576.63,Revenue,Service,Enterprise,North,CUST10059,,Amount light century sister better.
TRX103281,2023-09-10,-40153.13,Expense,Rent,Online,West,,VEND1052,Business rule thus all agent power.
TRX103282,2022-10-13,-66729.19,Expense,Marketing,Retail,South,,VEND1083,Base fear way TV their responsibility.
TRX103283,2023-12-05,181174.8,Revenue,Subscription,Enterprise,South,CUST10072,,Source form per exactly perhaps.
TRX103284,2023-08-09,-28461.75,Expense,Other,Retail,East,,VEND1092,Simply prepare describe picture.
TRX103285,2022-06-18,-42389.36,Expense,Supplies,Retail,West,,VEND1039,Then amount now should together.
TRX103286,2022-11-22,238159.0,Revenue,Subscription,Retail,North,CUST10078,,Whether raise those necessary protect front.
TRX103287,2023-10-13,-33541.07,Expense,Utilities,Online,North,,VEND1024,Own parent girl southern society white.
TRX103288,2022-01-04,-45103.93,Expense,Other,Enterprise,South,,VEND1110,Sound force design leader sometimes have option.
TRX103289,2023-06-18,-29702.6,Expense,Rent,Retail,North,,VEND1075,Answer teach window star.
TRX103290,2022-02-10,107771.0,Revenue,Subscription,Online,West,CUST10286,,Finish with effect field ability upon kid society.
TRX103291,2023-08-02,170235.38,Revenue,Service,Online,West,CUST10072,,Especially someone start catch notice.
TRX103292,2022-08-14,-40325.72,Expense,Utilities,Enterprise,North,,VEND1006,Meeting itself author consumer despite partner food read.
TRX103293,2023-05-04,169588.23,Revenue,Product,Online,North,CUST10132,,To against year federal.
TRX103294,2023-11-25,212536.9,Revenue,Product,Online,North,CUST10028,,For history feeling debate commercial rule.
TRX103295,2022-11-16,163040.43,Revenue,Product,Online,East,CUST10136,,Attorney however lay wind baby employee.
TRX103296,2023-12-20,-45176.95,Expense,Rent,Online,North,,VEND1106,Board include political conference choice people.
TRX103297,2022-03-11,-59436.57,Expense,Utilities,Online,North,,VEND1014,Sense local brother lot may large.
TRX103298,2023-03-22,107527.67,Revenue,Product,Online,East,CUST10023,,Country carry century.
TRX103299,2022-07-02,-50141.76,Expense,Other,Online,North,,VEND1070,Response recent camera step seem suffer.
